Source,Target
Nesreen Ameen,Taher Abu Lela
Farouk El Fishawy,Heba Abdelghany
Ahmed Helmy,Samy Maghawry
Rania Elkhatib,Samer al Masri
Ahmed Awni,Youssef Mohamed
Eyad Nassar,Tarek Abdel Aziz
Bassel Alzaro,Hanan Motawie
Asser Yassin,Bassem Samra
Ahmed Rateb,Dina Fouad
Hesham Selim,Shoukry Sarhan
Dorra Zarrouk,Lotfy Labib
Jerjes Jbara,Salem Klass
Dina Fouad,Menha Zaytoon
Hashem El Garhy,Sedky Sakhr
Ahmed Eid,Laila Gamal
Ali Al Tayeb,Heba Abdelghany
Laila Ezz El Arab,Rahma Hassan
Carmen Bsaibes,Cherif Hafez
Aida Reyad,Sabry Fawwaz
Alaa Seif,Dina Amer
Hayatem,Mahmoud Ellithy
Mahmoud El Meleigy,Youssef Wahby
Ahmed Hatem,Ingi Abou Zeid
Hesham Ismail,Mahmood El-Laithi
Ezzat Abou Aouf,Nabila Ebeid
Dina Abdullah,Ragia Omran
Oussama Nadir,Yousra
Bayoumi Fouad,Inas al-Najjar
Ahmed Fahmi,Nada Moussa
Haifa Wehbe,Mai Selim
Bayoumi Fouad,Hayatem
Hasan Abdulfattah,Sulayman Id
Ahmed Zaher,Salwa Mohammed
Hamdy Ahmed,Tawfik El Deken
Bassel Khaiat,Tharaa Jubail
Ahmed Salah Al-Saadany,Yasser Ali Maher
Arwa Gouda,Ruby
Ashraf Hamdy,Gameel Barsoum
Ahmed Bedir,Karima Mokhtar
Rahma Hassan,Sarrah Abdelrahman
Dalal Abdel Aziz,Ibrahim Issa
Menna Shalaby,Samy Maghawry
Hala Fakher,Saad El Soghayar
Ahmed Safwat,Rania Elkhatib
Laila Ezz El Arab,Mahmoud El Fishawy
Farid Shawqy,Menassa Fahmy
Emy Samir Ghanim,Mai El-Kady
Hamdy Heykal,Mohamed Ramadan
Lebleba,Nabila Ebeid
Dareen Haddad,Nesreen Ameen
Emad Ghoniem,Tareq Abdalla
Bothaina Kamel,Khalid Abdalla
Amina Khalil,Maged El-Masri
Bassem Samra,Karim El Abnoudi
Alaa Morsy,Tamer Shaltout
Ahmed Salah Al-Saadany,Fatma Nasser
Hassan Hosny,Ramez Galal
Mohammad Adel,Nada Moussa
Ragaa Al-Geddawy,Yasmin Abdulaziz
Amina Khalil,Nada Mousa
Alaa Morsy,Bosy
Abdel-Wareth Asar,Menassa Fahmy
Khaled Abol Naga,Reda Hamed
Dima Al Jundi,Rashed Al Shamrani
Diaa El Merghany,Hassan Abdulfattah
Nahed Gabr,Nazim Sharawy
Leila Ezz Al Arab,Mohammed Hafiz
Dolly Shahin,Marwa
Adel Imam,Samir Waley Eldein
Alaa Zenhom,Inas El Naggar
Mais Hamdan,Moataza Abdel Sabour
Maged El-Masri,Salwa Mohammed
Alaa Seif,Salma Saied
Carmen Bsaibes,Nadine Nassib Njeim
Hesham Ismail,Sofinar
Nagua Fouad,Usha
Bassem Samra,Mohamed Henedi
Diaa El-Merghani,Yousra El Lozy
Hassan Hosny,Hatem Jamel
Ahmed Helmy,Ezzat Abou Aouf
Cherif Hafez,Leila Ezz Al Arab
Lotfy Labib,Mahmoud Ellisy
Ahmed Ramzy,Tawfik El Deken
Farid Shawqy,Naima Wasfy
Ahmed Fouad Selim,Laila Elwi
Hind Rostom,Naima Wasfy
Mohsen Mohiedine,Yehia Chahine
Karima Mokhtar,Younes Shalabi
Mohamed Mounir,Ragaa Hussein
Ali El Sherif,Yehia Chahine
Amr Youssef,Mahmoud Abdel Moghny
Basma Yasser,Sherine
Badria Tolba,Huda El Mufti
Hassan El Raddad,Hassan Hosny
Khaled El Nabawy,Magdi Idris
Hana Shiha,Hany El Metennawy
Ahmed Adel,Tara Emad
Ghassan Mattar,Hala Fakher
Ahmad Mehrez,Shoukry Sarhan
Ramez Galal,Yousef Fawzy
Hassan Abdel Hamid,Mahmoud Hemeida
Khaled Kamal,Mahmoud El Gendy
Laila Fawzy,Laila Taher
Saeed Tarabeek,Shawqi Shamekh
Horeya Farghaly,Mohamed Ramadan
Soleiman Eid,Taher Farouz
Menha Zaytoon,Yasser Ali Maher
Farouk El Fishawy,Yousra
Ahmed Safwat,Ahmed Salah Hosny
Hassan Hosny,Nabil Issa
Laila Ezz El Arab,Maged El-Kidwani
Bassel Khaiat,Nada Moussa
Mais Hamdan,Youssef Fawzy
Ahmed Rateb,Rasha Amin
Dalal Abdel Aziz,Mohamed Lotfy
Ingi Abou Zeid,Naglaa Badr
Ezzat Abou Aouf,Zeina
Afaf Rashad,Riham Ayman
Ashraf Hamdy,Yousra El Lozy
Ahmed Helmy,Mohamed Sharaf
Ahmad Wafiq,Salah Abdallah
Dalal Abdelaziz,Mohammed El Sadaany
Mohsen Hassanein,Zaki Rostom
Laila Ezz El Arab,Sarrah Abdelrahman
Haifa Wehbe,Karim El Abnoudi
Entessar,Mohamed Lotfy
Amr Youssef,Raouf Mustafa
Ayten Amer,Hesham Ismail
Lotfy Labib,Rico
Omar Mustafa Metwally,Sabry Abdel Moniem
Hany Adel,Nelly Karim
Amr El Kady,Hany Adel
Ahmed Mekky,Hesham Maged
Hassan Hosny,Yasser Ali Maher
Ahlam Al-Gritly,Hakim
Khaled El Nabawy,Mahmoud Hemeida
Dina Amer,Sherif Boray
Ingi Abou Zeid,Yousra
Majed Abdulazim,Mostafa Shaban
Hayatem,Hesham Ismail
Marwa,Ragaa Al-Geddawy
Carmen Bsaibes,Mourad Makram
Maram Al Bloushi,Mona Shaddad
Mohsen Hassanein,Rafeaa El Shal
Laila Fawzy,Nadia Lotfi
Ahmed Rateb,Menna Arafa
Amina Khalil,Tarek Lotfy
Ali Rabee,Mohammed Tharwat
Majed Abdulazim,Sawsan Badr
Amr Youssef,Zizi El-Badrawy
Ahmed Salah Al-Saadany,Nadia Fahmi
Dolly Shahin,Ragaa Al-Geddawy
Karima Mokhtar,Sawsan Badr
Mahmoud El Meleigy,Nagwa Ibrahim
Menna Shalaby,Mohamed Sharaf
Mohamed Ramadan,Mohamed Soliman
Mahmoud Hemeida,Menna Shalaby
Ezzat Abou Aouf,Mohamed Nour
Ahmed Fouad Selim,Eman El-Sayed
Ahmed Fahmi,Basma Yasser
Ashraf Hamdy,Tarek Abdel Aziz
Adel Imam,Salah Abdallah
Ahmed Fathy,Riham Hagag
Kinda Allouch,Zizi El-Badrawy
Khalid Abdalla,Pierre Seyoufr
Mohammed El Sadaany,Samy Maghawry
Heba Abdelaziz,Hesham Selim
Hamdy Al-Merghany,Huda El Mufti
Ahmad Faloks,Shaima Saif
Nour El-Sherif,Seif Abdelrahman
Ahmed Safwat,Menha Zaytoon
Badria Tolba,Hala Fakher
Ahmed Seyam,Hassan Abdulfattah
Hala Fakher,Nahed Gabr
Ahmed Helmy,Rahma Hassan
Yasser El Tobgy,Zeina
Hana El Zahed,Mahmoud El Gendy
Ahlam Al-Gritly,Mohamed Lotfy
Ayten Amer,Mohsen Mansour
Ahmed Dawood,Hanan Motawie
Abdel Aziz Khalil,Hind Rostom
Mohammed Tharwat,Ramez Galal
Marwa,Samir Ghanem
Adel Imam,Soleiman Eid
Ghadah Abdulrazeq,Houria Farghally
Naglaa Badr,Yousra
Eyad Nassar,Sawsan Badr
Amina Khalil,Rania Elkhatib
Ashraf Hamdy,Menna Shalaby
Dalal Abdel Aziz,Karim Afifi
Hazem Samir,Salwa Othman
Mahmoud El-Bezzawy,Ruby
Amgad Elsharqawy,Hend Sabry
Ahmed Rateb,Edward
Ahmed Kamal,Mohamad Yones
Mahmoud Hemeida,Michel Piccoli
Nabil Issa,Samy Maghawry
Ali Hassanein,Said Saleh
Layla Hamadah,Yousra
Mohamed Sharaf,Mohammed El Sadaany
Hala Fakher,Nazim Sharawy
Mai Selim,Mohamed Abdel-Rahman
Ahmed El Sobky,Hassan El Raddad
Ahmed Eid,Mohsen Mansour
Huda El Mufti,Reda Idrees
Hassan Hosny,Mohamed Saad
Khaled Nagy,Sherif Boray
Sabry Abdel Moniem,Sayed Rajab
Entessar,Youssef Eid
Ahmed Helmy,Menna Arafa
Salwa Mohammed,Taher Abu Lela
Hassan Abdulfattah,Mohammed Tharwat
Laila Elwi,Magdi Idris
Lotfy Labib,Yasmin Abdulaziz
Ahmed Hatem,Heba Abdelghany
Abdalla Mahmoud,Mahmoud Hemeida
Dina El-Sherbiny,Sayed Rajab
Tayam Amar,Yousra
Hassan Hosny,Samar Gaber
Aliaa Al-Husseini,Badria Tolba
Mohamed Lotfy,Mostafa Abbas
Bothaina Kamel,Pierre Seyoufr
Aida Elkashef,Sherif Boray
Omar El-Hariri,Shawqi Shamekh
Ahmed El Sobky,Hana El Zahed
Basma Yasser,Sawsan Badr
Mohammed Tharwat,Nabil Issa
Amr Abdel-Geleel,Hesham Selim
Lotfy Labib,Youssef Eid
Khaled Kamal,Mourad Makram
Maged El Kedwany,Mostafa Abbas
Rania Yousef,Yasmin Raeis
Amr Abdel-Geleel,Mohamed Sherif Hassan
Nazim Sharawy,Shawqi Shamekh
Amr Youssef,Tamim Abdou
Ahmed Mekky,Mohamed Lotfy
Basma Yasser,Mohammad Adel
Amgad Elsharqawy,Shereen Reda
Huda Sultan,Yousra
Mahmoud El-Bezzawy,Tamer Hosny
Amr Abdel-Geleel,Huda Sultan
Mahmoud El Meleigy,Omar El-Hariri
Ahmed Fouad Selim,Nour El-Sherif
Mohammed Aly Rizk,Riham Abdel Ghafour
Karim Abdel Aziz,Yasser Ali Maher
Bayoumi Fouad,Taher Abu Lela
Ayten Amer,Sulayman Id
Kinda Allouch,Tamim Abdou
Bayyumi Fuad,Emy Samir Ghanim
Emad Ghoniem,Nada Al Alfi
Ragia Omran,Salma Saied
Ahmed Helmy,Edward
Arwa Gouda,Said Saleh
Adel Emam,Ahmad Zaki
Laila Elwi,Mahmoud Hemeida
Mohamed Lotfy,Yasser Al Zankalouni
Tamer Hosny,Yasser Ali Maher
Ahmed Bedir,Sawsan Badr
Karima Mokhtar,Somaya El Khashab
Khaled El Sawy,Mahmoud Ellisy
Mai Ezz El-Din,Marwa Abdel Monem
Huda El Mufti,Tarek El Ebiary
Hamdy Ahmed,Nagwa Ibrahim
Bosy,Hayatem
Hesham Ismail,Saad El Soghayar
Bassem Samra,Fify El Sebaay
Alaa Seif,Khalid Abdalla
Ahmed Safwat,Riham Abdel Ghafour
Osama Abdullah,Shoq Emara
Ahmed Helmy,Sarrah Abdelrahman
Ahmed El Fishawy,Mahmoud Hijazi
Ahmed Fathy,Mohamed Metwalli
Mai Ezz El-Din,Maysara
Soad Nasr,Yasmin Abdulaziz
Mohamad Al Ahmad,Mona Shaddad
Dina El-Sherbiny,Youssef El Sherif
Bayoumi Fouad,Haya Ibrahim
Emy Samir Ghanim,Hassan Hosny
Samy Maghawry,Tarek El Tilmisany
Sad Al-Saghir,Soleiman Eid
Hassan Abdulfattah,Samy Maghawry
Mohamed Qishta,Shehab Ibrahim
Farid Shawqy,Faten Hamama
Ahmed Hatem,Naglaa Badr
Bayyumi Fuad,Khaled Kamal
Eyad Nassar,Somaya El Khashab
Sherine Reda,Yousra
Mahmoud Abdel Moghny,Rico
Soad Nasr,Youssef Eid
Adel Imam,Rania Mahmoud Yassin
Bayoumi Fouad,Tara Emad
Laila Ezz El Arab,Mohamed Abd El Azim
Bushra,Chico
Laila Fawzy,Mohsen Mohiedine
Ali Hassanein,Ashraf Zaki
Abeer Mansour,Youssef Mohamed
Dina Abdullah,Sherif Boray
Dina Fouad,Tamim Abdou
Ahmed Mekky,Nicole Saba
Hassan Hosny,Omar Mustafa Metwally
Ghassan Mattar,Yasmin Abdulaziz
Mais Hamdan,Majdi Kamel
Ahmed Fathy,Samia Trabelsi
Rania Mahmoud Yassin,Reda Idrees
Edward Fouad,Menna Shalaby
Ezzat Abou Aouf,Marwan Azab
Ahmed Malek,Amr El Kady
Abdelghany Kamar,Farid Shawqy
Bea,Enaam Salousa
Ahmed Fouad Selim,Nabila Ebeid
Dalal Abdelaziz,Tarek El Tilmisany
Hana Shiha,Leila Ezz Al Arab
Ahmed Fathy,Bushra
Ashraf Zaki,Said Saleh
Aly Eltayeb,Gameel Barsoum
Ahmed Mekky,Youssef Eid
Akram Hosny,Maged El-Masri
Amina Khalil,Hassan Hosny
Amina Khalil,Samer al Masri
Magdy Ashour,Pierre Seyoufr
Aida Reyad,Sabry Abdel Moniem
Bayyumi Fuad,Dina El-Sherbiny
Leila Ezz Al Arab,Mourad Makram
Dolly Shahin,Hayatem
Badria Tolba,Maher Essam
Entessar,Hesham Ismail
Mohamed al-Kilani,Reda Idrees
Mahmoud El Fishawy,Rahma Hassan
Azeez Khayoun,Mohamad Al Ahmad
Fathy Abdel Wahab,Mohamed Emam
Ahmad Wafiq,Amr Abdel-Geleel
Mohamed Henedi,Mohammed El Sadaany
Laila Taher,Nadia Lotfi
Rashed Al Shamrani,Sayed Rajab
Mohamed Mamdouh,Sherine
Ahmed Saleh,Pierre Seyoufr
Asser Yassin,Salwa Mohammed
Ahmed Hassan,Magdy Ashour
Riham Abdel Ghafour,Youssef Eid
Bayyumi Fuad,Taher Abu Lela
Rafeaa El Shal,Zaki Rostom
Hassan Hosny,Mohamed Henedi
Saeed Saleh,Younes Shalabi
Aliaa Al-Husseini,Ayten Amer
Samir Ghanem,Samy Maghawry
Anoushka,Dina El-Sherbiny
Mahmoud El Meleigy,Souheir El Morshidy
Hassan Hosny,Safaa El-Toukhy
Arwa Gouda,Ashraf Zaki
Badria Tolba,Mohamed Al Shakankeery
Ezzat Abou Aouf,Tamer Hosny
Hend Sabry,Sayed Rajab
Ghada Adel,Ramez Galal
Badr Nofal,Shawqi Shamekh
Karim Abdel Aziz,Sherif Mounir
Rania Mahmoud Yassin,Tarek El Ebiary
Sherif Mounir,Yasser Ali Maher
Ramy Essam,Salma Saied
Ahmed Bedir,Somaya El Khashab
Hayatem,Sayed Rajab
Farid Shawqy,Said Khalil
Ahmed Rateb,Soad Nasr
Hassan Abdulfattah,Mohamed Lotfy
Amr Saad,Salwa Mohammed
Laila Ezz El Arab,Sherine
Mohamed Saad,Nabil Issa
Menna Shalaby,Sherif Salama
Dalal Abdelaziz,Mahmoud Hemeida
Ahmed Bedir,Safia el-Emari
Hind Rostom,Said Khalil
Ahmed Adel,Mohamed Abdel-Rahman
Mahmoud Abdel Moghny,Yasmin Abdulaziz
Ahmad Wafiq,Lebleba
Huda Sultan,Ragaa Hussein
Omar Sharif,Rafeaa El Shal
Badria Tolba,Yasmin Abdulaziz
Maged El-Kidwani,Sayed Rajab
Ahmed Hassan,Alaa Seif
Nermin Maher,Soleiman Eid
Heba Abdelaziz,Mariam El Khosht
Bassem Samra,Ruby
Ahmed el-Sakka,Khaled Saleh
Bayoumi Fouad,Hamada Helal
Kinda Allouch,Nadia Fahmi
Bayoumi Fouad,Hesham Maged
Horeya Farghaly,Sabry Fawwaz
Heba Abdelghany,Yousra
Sameh Hussain,Sulayman Id
Ali Rabee,Mohamed Abdel-Rahman
Badria Tolba,Youssef Eid
Abdalah Mishrif,Mohamed Metwalli
Mahmoud El Meleigy,Salah Zo El Faqqar
Mohamed Sharaf,Tarek El Tilmisany
Azeez Khayoun,Sayed Rajab
Omar Mustafa Metwally,Sayed Rajab
Hakim,Salah Abdullah
Sabri Abdulmonem,Yasser Ali Maher
Ahmed Fouad Selim,Entessar
Aly Eltayeb,Mohamed Abd El Azim
Hamdi el Sakhawy,Hassan Hosny
Amina Khalil,Riham Abdel Ghafour
Soleiman Eid,Youssef Eid
Ali Hassanein,Mostafa Shaban
Hassan Hosny,Yasser Al Zankalouni
Eisa Diab,Mahmoud Bu Shehri
Aida Reyad,Mohsen Mansour
Ahmed El Sakka,Selami Şahin
Hassan Hosny,Mohamed Ezz
Mahmoud El Meleigy,Yehia Chahine
Eyad Nassar,Mohamed Ramadan
Ali Hassanein,Sawsan Badr
Eman El-Assy,Walid Fawaz
Hesham Ismail,Sawsan Badr
Hamada Helal,Mohamed Metwalli
Ahmed Fouad Selim,Samy Maghawry
Aida Elkashef,Salma Saied
Ahmed Helmy,Soad Nasr
Nagwa Ibrahim,Yehia Chahine
